"date_pt","whale_presence_rating","vsr_season","s_fincount","fin_acoustic","s_humpbackcount","humpback_acoustic","s_bluecount","blue_acoustic","bwmv","bwmv_rating"
2023-06-22,"High","active",0,"Low Rating",0,"Low Rating",0,"Medium Rating",0.56,"low"
2023-06-23,"Very High","active",0,"Low Rating",0,"Low Rating",0,"Medium Rating",0.54,"low"
2023-06-24,"High","active",0,"Low Rating",3,"Low Rating",0,"Low Rating",0.61,"low"
2023-06-25,"High","active",0,"Low Rating",0,"Low Rating",0,"Low Rating",0.68,"low"
2023-06-26,"Medium","active",0,"Low Rating",0,"Low Rating",0,"Low Rating",0.7,"medium"
2023-06-27,"Medium","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.72,"medium"
2023-06-28,"High","active",0,"Low Rating",0,"Medium Rating",0,"High Rating",0.74,"medium"
2023-06-29,"High","active",0,"Low Rating",2,"Low Rating",0,"Medium Rating",0.71,"medium"
2023-06-30,"High","active",0,"Low Rating",0,"Low Rating",0,"Low Rating",0.72,"medium"
2023-07-01,"High","active",0,"Low Rating",1,"Low Rating",0,"Low Rating",0.88,"medium"
2023-07-02,"High","active",0,"Low Rating",3,"Low Rating",1,"Low Rating",0.83,"medium"
2023-07-03,"High","active",0,"Low Rating",7,"Low Rating",0,"Medium Rating",0.75,"medium"
2023-07-04,"Medium","active",0,"Low Rating",13,"Low Rating",0,"Medium Rating",0.67,"low"
2023-07-05,"Medium","active",0,"Low Rating",24,"Low Rating",3,"Medium Rating",0.63,"low"
2023-07-06,"Medium","active",0,"Medium Rating",0,"Medium Rating",0,"Medium Rating",0.69,"low"
2023-07-07,"Medium","active",0,"Medium Rating",0,"Low Rating",0,"High Rating",0.73,"medium"
2023-07-08,"High","active",0,"Low Rating",0,"Low Rating",0,"Medium Rating",0.75,"medium"
2023-07-09,"High","active",0,"Low Rating",9,"Low Rating",0,"Medium Rating",0.75,"medium"
2023-07-10,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.81,"medium"
2023-07-11,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.82,"medium"
2023-07-12,"Very High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.86,"medium"
2023-07-13,"Very High","active",0,"Low Rating",1,"Medium Rating",0,"Medium Rating",0.84,"medium"
2023-07-14,"Very High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.82,"medium"
2023-07-15,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.86,"medium"
2023-07-16,"High","active",0,"Low Rating",4,"Low Rating",0,"High Rating",0.82,"medium"
2023-07-17,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",0.81,"medium"
2023-07-18,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",NA,"offline"
2023-07-19,"High","active",0,"Low Rating",1,"Low Rating",0,"High Rating",NA,"offline"
2023-07-20,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",NA,"offline"
2023-07-21,"High","active",0,"Low Rating",0,"Medium Rating",0,"High Rating",NA,"offline"
2023-07-22,"High","active",0,"Low Rating",0,"Low Rating",0,"Medium Rating",NA,"offline"
2023-07-23,"High","active",0,"Low Rating",0,"Low Rating",0,"Low Rating",NA,"offline"
2023-07-24,"High","active",0,"Medium Rating",0,"Low Rating",0,"High Rating",NA,"offline"
2023-07-25,"High","active",0,"Medium Rating",0,"Low Rating",0,"High Rating",NA,"offline"
2023-07-26,"High","active",0,"Low Rating",0,"Low Rating",0,"High Rating",NA,"offline"
2023-07-27,"High","active",0,"Medium Rating",0,"Medium Rating",0,"High Rating",NA,"offline"
2023-07-28,"High","active",0,"Medium Rating",0,"Medium Rating",0,"High Rating",NA,"offline"
2023-07-29,"High","active",0,"Low Rating",18,"Medium Rating",0,"High Rating",NA,"offline"
2023-07-30,"High","active",0,"Low Rating",0,"Medium Rating",0,"Medium Rating",NA,"offline"
2023-07-31,"High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-01,"Very High","active",0,"Medium Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-02,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-03,"Very High","active",0,"Medium Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-04,"Very High","active",0,"Medium Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-05,"Very High","active",0,"Medium Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-06,"Very High","active",0,"Low Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-07,"Very High","active",0,"Low Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-08,"Very High","active",0,"Medium Rating",0,"Medium Rating",0,"High Rating",NA,"offline"
2023-08-09,"Very High","active",0,"Medium Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-10,"Very High","active",0,"Low Rating",5,"High Rating",0,"High Rating",NA,"offline"
2023-08-11,"Very High","active",0,"Low Rating",27,"High Rating",0,"High Rating",NA,"offline"
2023-08-12,"Very High","active",0,"Medium Rating",1,"High Rating",0,"High Rating",NA,"offline"
2023-08-13,"Very High","active",0,"Low Rating",31,"High Rating",0,"Low Rating",NA,"offline"
2023-08-14,"Very High","active",0,"Low Rating",5,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-15,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-16,"Very High","active",0,"Low Rating",32,"High Rating",0,"Low Rating",NA,"offline"
2023-08-17,"High","active",0,"Low Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-08-18,"High","active",0,"Low Rating",28,"High Rating",0,"Low Rating",NA,"offline"
2023-08-19,"High","active",0,"Medium Rating",3,"High Rating",0,"High Rating",NA,"offline"
2023-08-20,"High","active",0,"Low Rating",6,"High Rating",0,"Low Rating",NA,"offline"
2023-08-21,"Very High","active",0,"Medium Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-08-22,"Very High","active",0,"Low Rating",2,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-23,"Very High","active",0,"Low Rating",12,"High Rating",0,"High Rating",NA,"offline"
2023-08-24,"Very High","active",0,"Medium Rating",4,"High Rating",0,"High Rating",NA,"offline"
2023-08-25,"Very High","active",0,"Medium Rating",6,"High Rating",0,"High Rating",NA,"offline"
2023-08-26,"Very High","active",0,"Medium Rating",1,"High Rating",0,"Low Rating",NA,"offline"
2023-08-27,"Very High","active",0,"Medium Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-08-28,"Very High","active",0,"Low Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-08-29,"Very High","active",0,"Low Rating",1,"High Rating",0,"Low Rating",NA,"offline"
2023-08-30,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-08-31,"Very High","active",0,"Low Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-09-01,"High","active",0,"Medium Rating",2,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-02,"Very High","active",0,"Low Rating",2,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-03,"Very High","active",0,"Low Rating",2,"High Rating",0,"High Rating",NA,"offline"
2023-09-04,"Very High","active",0,"Low Rating",2,"High Rating",0,"High Rating",NA,"offline"
2023-09-05,"Very High","active",0,"Medium Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-09-06,"Very High","active",0,"Low Rating",2,"High Rating",0,"High Rating",NA,"offline"
2023-09-07,"Very High","active",0,"Low Rating",21,"High Rating",0,"High Rating",NA,"offline"
2023-09-08,"Very High","active",0,"Low Rating",9,"High Rating",0,"High Rating",NA,"offline"
2023-09-09,"Very High","active",0,"Low Rating",0,"High Rating",0,"High Rating",NA,"offline"
2023-09-10,"Very High","active",0,"Low Rating",2,"High Rating",0,"High Rating",NA,"offline"
2023-09-11,"Very High","active",0,"Low Rating",3,"High Rating",0,"High Rating",NA,"offline"
2023-09-12,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-13,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-14,"Very High","active",0,"Low Rating",10,"High Rating",0,"High Rating",NA,"offline"
2023-09-15,"Very High","active",0,"Low Rating",49,"High Rating",0,"High Rating",NA,"offline"
2023-09-16,"Very High","active",0,"Low Rating",59,"High Rating",0,"High Rating",NA,"offline"
2023-09-17,"Very High","active",0,"Low Rating",61,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-18,"Very High","active",0,"Low Rating",16,"High Rating",0,"Low Rating",NA,"offline"
2023-09-19,"Very High","active",0,"Low Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-09-20,"Very High","active",0,"Low Rating",0,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-21,"Very High","active",0,"Low Rating",5,"High Rating",0,"Medium Rating",NA,"offline"
2023-09-22,"Very High","active",0,"Low Rating",7,"High Rating",0,"High Rating",NA,"offline"
2023-09-23,"Very High","active",0,"Medium Rating",24,"High Rating",0,"High Rating",NA,"offline"
2023-09-24,"Very High","active",0,"Low Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-09-25,"Very High","active",0,"Low Rating",2,"High Rating",0,"Low Rating",NA,"offline"
2023-09-26,"Very High","active",0,"Low Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-09-27,"Very High","active",0,"Low Rating",11,"High Rating",0,"Low Rating",NA,"offline"
2023-09-28,"Very High","active",0,"Low Rating",0,"High Rating",0,"Low Rating",NA,"offline"
2023-09-29,"High","active",0,"offline",6,"offline",0,"offline",NA,"offline"
2023-09-30,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2023-10-01,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2023-10-02,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2023-10-03,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2023-10-04,"Medium","active",0,"offline",2,"offline",0,"offline",0.82,"medium"
2023-10-05,"Medium","active",0,"offline",7,"offline",0,"offline",0.72,"medium"
2023-10-06,"High","active",0,"offline",1,"offline",0,"offline",0.68,"low"
2023-10-07,"High","active",0,"offline",0,"offline",0,"offline",0.63,"low"
2023-10-08,"High","active",0,"offline",0,"offline",0,"offline",0.67,"low"
2023-10-09,"High","active",0,"offline",3,"offline",0,"offline",0.68,"low"
2023-10-10,"Medium","active",0,"offline",5,"offline",0,"offline",0.65,"low"
2023-10-11,"Medium","active",0,"offline",0,"offline",0,"offline",0.67,"low"
2023-10-12,"Medium","active",0,"offline",3,"offline",0,"offline",0.74,"medium"
2023-10-13,"Medium","active",0,"offline",53,"offline",0,"offline",0.75,"medium"
2023-10-14,"High","active",0,"offline",6,"offline",0,"offline",0.67,"low"
2023-10-15,"High","active",0,"offline",2,"offline",0,"offline",0.61,"low"
2023-10-16,"High","active",0,"offline",28,"offline",0,"offline",0.6,"low"
2023-10-17,"High","active",0,"offline",0,"offline",0,"offline",0.65,"low"
2023-10-18,"High","active",0,"offline",0,"offline",0,"offline",0.76,"medium"
2023-10-19,"High","active",0,"offline",22,"offline",0,"offline",0.75,"medium"
2023-10-20,"High","active",0,"offline",0,"offline",0,"offline",0.63,"low"
2023-10-21,"High","active",0,"offline",15,"offline",0,"offline",0.58,"low"
2023-10-22,"High","active",0,"offline",0,"offline",0,"offline",0.69,"low"
2023-10-23,"High","active",0,"offline",0,"offline",0,"offline",0.7,"medium"
2023-10-24,"High","active",0,"offline",0,"offline",0,"offline",0.8,"medium"
2023-10-25,"High","active",0,"offline",8,"offline",0,"offline",0.79,"medium"
2023-10-26,"High","active",0,"offline",4,"offline",0,"offline",0.79,"medium"
2023-10-27,"High","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2023-10-28,"High","active",0,"offline",0,"offline",0,"offline",0.69,"low"
2023-10-29,"High","active",0,"offline",7,"offline",0,"offline",0.61,"low"
2023-10-30,"High","active",0,"offline",0,"offline",0,"offline",0.61,"low"
2023-10-31,"High","active",0,"offline",0,"offline",0,"offline",0.6,"low"
2023-11-01,"High","active",0,"offline",1,"offline",0,"offline",0.61,"low"
2023-11-02,"High","active",0,"offline",4,"offline",0,"offline",0.64,"low"
2023-11-03,"Medium","active",0,"offline",4,"offline",0,"offline",0.67,"low"
2023-11-04,"Medium","active",0,"offline",3,"offline",0,"offline",0.56,"low"
2023-11-05,"Medium","active",0,"offline",0,"offline",0,"offline",0.57,"low"
2023-11-06,"Medium","active",0,"offline",0,"offline",0,"offline",0.56,"low"
2023-11-07,"Medium","active",0,"offline",2,"offline",0,"offline",0.59,"low"
2023-11-08,"Medium","active",0,"offline",2,"offline",0,"offline",0.56,"low"
2023-11-09,"Medium","active",0,"offline",15,"offline",0,"offline",0.54,"low"
2023-11-10,"High","active",0,"offline",0,"offline",0,"offline",0.53,"low"
2023-11-11,"High","active",0,"offline",11,"offline",0,"offline",0.39,"low"
2023-11-12,"High","active",0,"offline",25,"offline",0,"offline",0.38,"low"
2023-11-13,"High","active",0,"offline",8,"offline",0,"offline",0.35,"low"
2023-11-14,"High","active",0,"offline",0,"offline",0,"offline",0.35,"low"
2023-11-15,"High","active",0,"offline",0,"offline",0,"offline",0.31,"low"
2023-11-16,"High","active",0,"offline",2,"offline",0,"offline",0.28,"low"
2023-11-17,"High","active",0,"offline",0,"offline",0,"offline",0.3,"low"
2023-11-18,"Medium","active",0,"offline",0,"offline",0,"offline",0.22,"low"
2023-11-19,"Medium","active",0,"offline",0,"offline",0,"offline",0.24,"low"
2023-11-20,"Medium","active",0,"offline",0,"offline",0,"offline",0.23,"low"
2023-11-21,"Medium","active",0,"offline",0,"offline",0,"offline",0.19,"low"
2023-11-22,"Low","active",0,"offline",0,"offline",0,"offline",0.18,"low"
2023-11-23,"Low","active",0,"offline",0,"offline",0,"offline",0.17,"low"
2023-11-24,"Low","active",0,"offline",2,"offline",0,"offline",0.18,"low"
2023-11-25,"Medium","active",0,"offline",4,"offline",0,"offline",0.06,"low"
2023-11-26,"Medium","active",0,"offline",4,"offline",0,"offline",0.05,"low"
2023-11-27,"Medium","active",0,"offline",2,"offline",0,"offline",0.05,"low"
2023-11-28,"Medium","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-11-29,"Medium","active",0,"offline",1,"offline",0,"offline",0.05,"low"
2023-11-30,"Medium","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-01,"Medium","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-02,"Low","active",0,"offline",1,"offline",0,"offline",0.04,"low"
2023-12-03,"Medium","active",0,"offline",0,"offline",0,"offline",0.05,"low"
2023-12-04,"Medium","active",0,"offline",0,"offline",0,"offline",0.07,"low"
2023-12-05,"Medium","active",0,"offline",4,"offline",0,"offline",0.07,"low"
2023-12-06,"Medium","active",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-07,"Medium","active",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-08,"Medium","active",0,"offline",7,"offline",0,"offline",0.05,"low"
2023-12-09,"High","active",0,"offline",0,"offline",0,"offline",0.05,"low"
2023-12-10,"High","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2023-12-11,"High","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-12,"High","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-13,"Medium","active",0,"offline",3,"offline",0,"offline",0.04,"low"
2023-12-14,"Medium","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-15,"Medium","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-16,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2023-12-17,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2023-12-18,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-19,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2023-12-20,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2023-12-21,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-22,"Low","inactive",0,"offline",0,"offline",0,"offline",0.09,"low"
2023-12-23,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-24,"Low","inactive",0,"offline",0,"offline",0,"offline",0.08,"low"
2023-12-25,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2023-12-26,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-27,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-28,"Low","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2023-12-29,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-30,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2023-12-31,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-01,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-01-02,"Low","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-01-03,"Low","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-01-04,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-01-05,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-06,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-07,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-08,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-09,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-10,"Low","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-11,"Low","inactive",0,"offline",5,"offline",0,"offline",0.02,"low"
2024-01-12,"Medium","inactive",0,"offline",4,"offline",0,"offline",0.02,"low"
2024-01-13,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-14,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-15,"Medium","inactive",0,"offline",8,"offline",0,"offline",0.02,"low"
2024-01-16,"High","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-17,"High","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-18,"High","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-19,"High","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-20,"Low","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-01-21,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-22,"Low","inactive",0,"offline",5,"offline",0,"offline",0.04,"low"
2024-01-23,"Medium","inactive",0,"offline",2,"offline",0,"offline",0.03,"low"
2024-01-24,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-25,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-26,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-27,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-01-28,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-01-29,"Low","inactive",0,"offline",11,"offline",0,"offline",0.05,"low"
2024-01-30,"High","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-01-31,"High","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-02-01,"High","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-02-02,"High","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-03,"High","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-04,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-05,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-06,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-07,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-08,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-09,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-10,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-11,"Low","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-02-12,"Low","inactive",0,"offline",1,"offline",0,"offline",0.03,"low"
2024-02-13,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-14,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-15,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-16,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-17,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-18,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-19,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-20,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-21,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-22,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-02-23,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-02-24,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-25,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-26,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-02-27,"Low","inactive",0,"offline",1,"offline",0,"offline",0.05,"low"
2024-02-28,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-02-29,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-03-01,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-03-02,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.16,"low"
2024-03-03,"Low","inactive",0,"offline",2,"offline",0,"offline",0.13,"low"
2024-03-04,"Low","inactive",0,"offline",0,"offline",0,"offline",0.13,"low"
2024-03-05,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.13,"low"
2024-03-06,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.12,"low"
2024-03-07,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.09,"low"
2024-03-08,"Medium","inactive",0,"offline",0,"offline",3,"offline",0.1,"low"
2024-03-09,"High","inactive",0,"offline",0,"offline",0,"offline",0.08,"low"
2024-03-10,"High","inactive",0,"offline",2,"offline",0,"offline",0.14,"low"
2024-03-11,"High","inactive",0,"offline",0,"offline",0,"offline",0.15,"low"
2024-03-12,"High","inactive",0,"offline",0,"offline",0,"offline",0.15,"low"
2024-03-13,"High","inactive",0,"offline",0,"offline",0,"offline",0.18,"low"
2024-03-14,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-03-15,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-03-16,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-03-17,"Low","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-03-18,"Low","inactive",0,"offline",1,"offline",0,"offline",0.32,"low"
2024-03-19,"Medium","inactive",0,"offline",3,"offline",0,"offline",0.4,"low"
2024-03-20,"Medium","inactive",0,"offline",1,"offline",0,"offline",0.48,"low"
2024-03-21,"Medium","inactive",0,"offline",5,"offline",0,"offline",0.55,"low"
2024-03-22,"Medium","inactive",0,"offline",1,"offline",0,"offline",0.16,"low"
2024-03-23,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.17,"low"
2024-03-24,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.11,"low"
2024-03-25,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-03-26,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-03-27,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-03-28,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-03-29,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-03-30,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-03-31,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-01,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-02,"Low","inactive",0,"offline",2,"offline",0,"offline",NA,"offline"
2024-04-03,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-04,"Medium","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-05,"Medium","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-06,"Medium","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-07,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-08,"Low","inactive",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-04-09,"Low","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-04-10,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-04-11,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-04-12,"Low","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-04-13,"Low","inactive",0,"offline",0,"offline",0,"offline",0.05,"low"
2024-04-14,"Low","inactive",0,"offline",2,"offline",0,"offline",0.04,"low"
2024-04-15,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-04-16,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-04-17,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.08,"low"
2024-04-18,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.1,"low"
2024-04-19,"Low","inactive",0,"offline",0,"offline",0,"offline",0.12,"low"
2024-04-20,"Low","inactive",0,"offline",3,"offline",0,"offline",0.11,"low"
2024-04-21,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.1,"low"
2024-04-22,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.08,"low"
2024-04-23,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.14,"low"
2024-04-24,"Medium","inactive",0,"offline",1,"offline",0,"offline",0.09,"low"
2024-04-25,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.13,"low"
2024-04-26,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.09,"low"
2024-04-27,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.13,"low"
2024-04-28,"Medium","inactive",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-04-29,"Low","inactive",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-04-30,"Low","inactive",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-01,"Low","active",0,"offline",1,"offline",0,"offline",0.02,"low"
2024-05-02,"Medium","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-03,"Medium","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-04,"Medium","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-05-05,"Medium","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-06,"Low","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-07,"Low","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-05-08,"Low","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-09,"Low","active",0,"offline",4,"offline",0,"offline",0.03,"low"
2024-05-10,"Medium","active",0,"offline",0,"offline",5,"offline",0.06,"low"
2024-05-11,"High","active",0,"offline",1,"offline",0,"offline",0.11,"low"
2024-05-12,"High","active",0,"offline",1,"offline",0,"offline",0.16,"low"
