"date_pt","whale_presence_rating","vsr_season","s_fincount","fin_acoustic","s_humpbackcount","humpback_acoustic","s_bluecount","blue_acoustic","bwmv","bwmv_rating"
2024-05-13,"High","active",0,"offline",0,"offline",0,"offline",0.1,"low"
2024-05-14,"High","active",0,"offline",0,"offline",0,"offline",0.08,"low"
2024-05-15,"Medium","active",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-05-16,"Medium","active",0,"offline",0,"offline",0,"offline",0.06,"low"
2024-05-17,"Medium","active",0,"offline",0,"offline",0,"offline",0.18,"low"
2024-05-18,"Low","active",0,"offline",0,"offline",0,"offline",0.11,"low"
2024-05-19,"Low","active",0,"offline",0,"offline",0,"offline",0.31,"low"
2024-05-20,"Low","active",0,"offline",0,"offline",0,"offline",0.28,"low"
2024-05-21,"Low","active",0,"offline",0,"offline",0,"offline",0.11,"low"
2024-05-22,"Low","active",0,"offline",0,"offline",0,"offline",0.16,"low"
2024-05-23,"Low","active",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-05-24,"Low","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-05-25,"Low","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-05-26,"Low","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-27,"Low","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-05-28,"Low","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-05-29,"Low","active",0,"offline",0,"offline",0,"offline",0.04,"low"
2024-05-30,"Low","active",0,"offline",0,"offline",0,"offline",0.02,"low"
2024-05-31,"Low","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-06-01,"Low","active",0,"offline",0,"offline",0,"offline",0.07,"low"
2024-06-02,"Low","active",0,"offline",0,"offline",0,"offline",0.19,"low"
2024-06-03,"Low","active",0,"offline",0,"offline",0,"offline",0.17,"low"
2024-06-04,"Low","active",0,"offline",0,"offline",0,"offline",0.19,"low"
2024-06-05,"Low","active",0,"offline",0,"offline",0,"offline",0.19,"low"
2024-06-06,"Low","active",0,"offline",0,"offline",0,"offline",0.23,"low"
2024-06-07,"Low","active",0,"offline",0,"offline",0,"offline",0.3,"low"
2024-06-08,"Low","active",0,"offline",0,"offline",0,"offline",0.2,"low"
2024-06-09,"Low","active",0,"offline",0,"offline",0,"offline",0.37,"low"
2024-06-10,"Low","active",0,"offline",0,"offline",0,"offline",0.45,"low"
2024-06-11,"Low","active",0,"offline",0,"offline",0,"offline",0.45,"low"
2024-06-12,"Low","active",0,"offline",0,"offline",0,"offline",0.44,"low"
2024-06-13,"Low","active",0,"offline",0,"offline",0,"offline",0.51,"low"
2024-06-14,"Low","active",0,"offline",0,"offline",0,"offline",0.52,"low"
2024-06-15,"Low","active",0,"offline",0,"offline",0,"offline",0.43,"low"
2024-06-16,"Low","active",0,"offline",0,"offline",0,"offline",0.52,"low"
2024-06-17,"Low","active",0,"offline",0,"offline",0,"offline",0.52,"low"
2024-06-18,"Low","active",0,"offline",0,"offline",0,"offline",0.53,"low"
2024-06-19,"Low","active",0,"offline",0,"offline",0,"offline",0.51,"low"
2024-06-20,"Low","active",0,"offline",0,"offline",0,"offline",0.54,"low"
2024-06-21,"Low","active",0,"offline",0,"offline",0,"offline",0.56,"low"
2024-06-22,"Low","active",0,"offline",0,"offline",0,"offline",0.54,"low"
2024-06-23,"Low","active",0,"offline",3,"offline",0,"offline",0.74,"medium"
2024-06-24,"Medium","active",0,"offline",0,"offline",0,"offline",0.72,"medium"
2024-06-25,"Medium","active",0,"offline",3,"offline",0,"offline",0.7,"medium"
2024-06-26,"Medium","active",0,"offline",0,"offline",3,"offline",0.68,"low"
2024-06-27,"High","active",0,"offline",1,"offline",3,"offline",0.62,"low"
2024-06-28,"High","active",0,"offline",1,"offline",0,"offline",0.7,"medium"
2024-06-29,"High","active",0,"offline",0,"offline",0,"offline",0.74,"medium"
2024-06-30,"High","active",0,"offline",0,"offline",0,"offline",0.9,"medium"
2024-07-01,"High","active",0,"offline",2,"offline",2,"offline",0.92,"medium"
2024-07-02,"High","active",0,"offline",0,"offline",0,"offline",0.9,"medium"
2024-07-03,"High","active",0,"offline",5,"offline",0,"offline",0.82,"medium"
2024-07-04,"High","active",0,"offline",0,"offline",0,"offline",0.75,"medium"
2024-07-05,"High","active",2,"offline",40,"offline",0,"offline",0.8,"medium"
2024-07-06,"Very High","active",0,"offline",0,"offline",0,"offline",0.79,"medium"
2024-07-07,"Very High","active",0,"offline",15,"offline",0,"offline",0.78,"medium"
2024-07-08,"Very High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-07-09,"Very High","active",0,"offline",3,"offline",0,"offline",0.71,"medium"
2024-07-10,"Very High","active",0,"offline",0,"offline",0,"offline",0.64,"low"
2024-07-11,"High","active",0,"offline",0,"offline",0,"offline",0.65,"low"
2024-07-12,"Medium","active",0,"offline",0,"offline",0,"offline",0.79,"medium"
2024-07-13,"Medium","active",3,"offline",26,"offline",5,"offline",0.82,"medium"
2024-07-14,"Very High","active",4,"offline",9,"offline",5,"offline",0.83,"medium"
2024-07-15,"Very High","active",0,"offline",11,"offline",10,"offline",0.85,"medium"
2024-07-16,"Very High","active",1,"offline",10,"offline",4,"offline",0.71,"medium"
2024-07-17,"Very High","active",0,"offline",0,"offline",0,"offline",0.68,"low"
2024-07-18,"Very High","active",0,"offline",0,"offline",0,"offline",0.73,"medium"
2024-07-19,"Very High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-07-20,"Very High","active",0,"offline",0,"offline",0,"offline",0.86,"medium"
2024-07-21,"Low","active",0,"offline",0,"offline",0,"offline",0.86,"medium"
2024-07-22,"Medium","active",0,"offline",0,"offline",0,"offline",0.85,"medium"
2024-07-23,"Medium","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2024-07-24,"Low","active",0,"offline",2,"offline",5,"offline",0.71,"medium"
2024-07-25,"High","active",0,"offline",1,"offline",5,"offline",0.73,"medium"
2024-07-26,"High","active",0,"offline",0,"offline",0,"offline",0.78,"medium"
2024-07-27,"High","active",0,"offline",16,"offline",0,"offline",0.82,"medium"
2024-07-28,"High","active",6,"offline",28,"offline",19,"offline",0.82,"medium"
2024-07-29,"Very High","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2024-07-30,"Very High","active",1,"offline",20,"offline",9,"offline",0.82,"medium"
2024-07-31,"Very High","active",0,"offline",0,"offline",0,"offline",0.83,"medium"
2024-08-01,"Very High","active",0,"offline",0,"offline",0,"offline",0.73,"medium"
2024-08-02,"Very High","active",0,"offline",0,"offline",0,"offline",0.69,"low"
2024-08-03,"Very High","active",0,"offline",6,"offline",0,"offline",0.79,"medium"
2024-08-04,"Very High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-08-05,"Medium","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2024-08-06,"Medium","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-08-07,"Medium","active",0,"offline",0,"offline",0,"offline",0.79,"medium"
2024-08-08,"Medium","active",0,"offline",0,"offline",0,"offline",0.72,"medium"
2024-08-09,"Low","active",0,"offline",1,"offline",2,"offline",0.75,"medium"
2024-08-10,"High","active",0,"offline",0,"offline",0,"offline",0.78,"medium"
2024-08-11,"High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-08-12,"High","active",1,"offline",9,"offline",5,"offline",0.8,"medium"
2024-08-13,"Very High","active",0,"offline",22,"offline",4,"offline",0.82,"medium"
2024-08-14,"Very High","active",0,"offline",0,"offline",0,"offline",0.83,"medium"
2024-08-15,"Very High","active",0,"offline",0,"offline",0,"offline",0.83,"medium"
2024-08-16,"Very High","active",0,"offline",0,"offline",0,"offline",0.84,"medium"
2024-08-17,"Very High","active",0,"offline",1,"offline",0,"offline",0.85,"medium"
2024-08-18,"Medium","active",1,"offline",26,"offline",2,"offline",0.77,"medium"
2024-08-19,"Very High","active",0,"offline",0,"offline",6,"offline",0.77,"medium"
2024-08-20,"Very High","active",1,"offline",0,"offline",5,"offline",0.8,"medium"
2024-08-21,"Very High","active",1,"offline",3,"offline",11,"offline",0.79,"medium"
2024-08-22,"Very High","active",0,"offline",7,"offline",7,"offline",0.82,"medium"
2024-08-23,"Very High","active",0,"offline",7,"offline",0,"offline",0.79,"medium"
2024-08-24,"Very High","active",0,"offline",7,"offline",3,"offline",0.71,"medium"
2024-08-25,"Very High","active",0,"offline",5,"offline",0,"offline",0.73,"medium"
2024-08-26,"Very High","active",0,"offline",0,"offline",0,"offline",0.78,"medium"
2024-08-27,"Very High","active",0,"offline",12,"offline",0,"offline",0.78,"medium"
2024-08-28,"Very High","active",0,"offline",3,"offline",0,"offline",0.82,"medium"
2024-08-29,"High","active",0,"offline",32,"offline",0,"offline",0.8,"medium"
2024-08-30,"High","active",0,"offline",24,"offline",0,"offline",0.79,"medium"
2024-08-31,"High","active",1,"offline",24,"offline",0,"offline",0.84,"medium"
2024-09-01,"High","active",0,"offline",10,"offline",3,"offline",0.79,"medium"
2024-09-02,"Very High","active",0,"offline",23,"offline",5,"offline",0.84,"medium"
2024-09-03,"Very High","active",0,"offline",0,"offline",0,"offline",0.85,"medium"
2024-09-04,"Very High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-09-05,"Very High","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2024-09-06,"Very High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-07,"Medium","active",0,"offline",53,"offline",1,"offline",NA,"offline"
2024-09-08,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-09,"Medium","active",0,"offline",17,"offline",1,"offline",NA,"offline"
2024-09-10,"High","active",0,"offline",8,"offline",0,"offline",NA,"offline"
2024-09-11,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-12,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-13,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-14,"High","active",0,"offline",19,"offline",3,"offline",NA,"offline"
2024-09-15,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-16,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-17,"Very High","active",0,"offline",4,"offline",0,"offline",NA,"offline"
2024-09-18,"Very High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-19,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-20,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-21,"Medium","active",2,"offline",47,"offline",0,"offline",NA,"offline"
2024-09-22,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-09-23,"Low","active",0,"offline",18,"offline",0,"offline",NA,"offline"
2024-09-24,"High","active",0,"offline",15,"offline",0,"offline",NA,"offline"
2024-09-25,"High","active",0,"offline",43,"offline",0,"offline",NA,"offline"
2024-09-26,"High","active",0,"offline",0,"offline",0,"offline",0.82,"medium"
2024-09-27,"High","active",0,"offline",8,"offline",0,"offline",0.83,"medium"
2024-09-28,"High","active",0,"offline",26,"offline",0,"offline",0.83,"medium"
2024-09-29,"High","active",0,"offline",2,"offline",0,"offline",0.83,"medium"
2024-09-30,"High","active",0,"offline",0,"offline",0,"offline",0.74,"medium"
2024-10-01,"High","active",0,"offline",1,"offline",0,"offline",0.72,"medium"
2024-10-02,"High","active",0,"offline",3,"offline",0,"offline",0.71,"medium"
2024-10-03,"Medium","active",0,"offline",11,"offline",0,"offline",0.73,"medium"
2024-10-04,"High","active",0,"offline",0,"offline",0,"offline",0.72,"medium"
2024-10-05,"High","active",5,"offline",43,"offline",2,"offline",0.74,"medium"
2024-10-06,"High","active",0,"offline",17,"offline",0,"offline",0.77,"medium"
2024-10-07,"High","active",0,"offline",0,"offline",0,"offline",0.79,"medium"
2024-10-08,"Very High","active",0,"offline",0,"offline",0,"offline",0.79,"medium"
2024-10-09,"Very High","active",0,"offline",0,"offline",0,"offline",0.81,"medium"
2024-10-10,"High","active",0,"offline",6,"offline",0,"offline",0.8,"medium"
2024-10-11,"Medium","active",0,"offline",21,"offline",0,"offline",0.79,"medium"
2024-10-12,"High","active",0,"offline",0,"offline",0,"offline",0.78,"medium"
2024-10-13,"High","active",0,"offline",1,"offline",0,"offline",0.79,"medium"
2024-10-14,"High","active",0,"offline",0,"offline",0,"offline",0.75,"medium"
2024-10-15,"High","active",0,"offline",0,"offline",0,"offline",0.78,"medium"
2024-10-16,"High","active",0,"offline",26,"offline",0,"offline",0.77,"medium"
2024-10-17,"High","active",0,"offline",0,"offline",0,"offline",0.8,"medium"
2024-10-18,"High","active",0,"offline",0,"offline",0,"offline",0.83,"medium"
2024-10-19,"High","active",0,"offline",19,"offline",0,"offline",0.8,"medium"
2024-10-20,"High","active",0,"offline",25,"offline",0,"offline",0.73,"medium"
2024-10-21,"High","active",0,"offline",20,"offline",0,"offline",0.69,"low"
2024-10-22,"High","active",0,"offline",19,"offline",0,"offline",0.71,"medium"
2024-10-23,"High","active",0,"offline",13,"offline",0,"offline",0.75,"medium"
2024-10-24,"High","active",0,"offline",2,"offline",0,"offline",0.75,"medium"
2024-10-25,"High","active",0,"offline",11,"offline",0,"offline",0.72,"medium"
2024-10-26,"High","active",0,"offline",44,"offline",0,"offline",0.7,"medium"
2024-10-27,"High","active",0,"offline",0,"offline",0,"offline",0.54,"low"
2024-10-28,"High","active",0,"offline",14,"offline",0,"offline",0.48,"low"
2024-10-29,"High","active",0,"offline",8,"offline",0,"offline",0.53,"low"
2024-10-30,"High","active",0,"offline",10,"offline",0,"offline",0.52,"low"
2024-10-31,"High","active",0,"offline",2,"offline",0,"offline",0.49,"low"
2024-11-01,"High","active",0,"offline",0,"offline",0,"offline",0.48,"low"
2024-11-02,"High","active",0,"offline",0,"offline",0,"offline",0.49,"low"
2024-11-03,"High","active",0,"offline",0,"offline",0,"offline",0.42,"low"
2024-11-04,"High","active",0,"offline",0,"offline",0,"offline",0.45,"low"
2024-11-05,"Low","active",0,"offline",7,"offline",0,"offline",0.46,"low"
2024-11-06,"High","active",0,"offline",0,"offline",0,"offline",0.45,"low"
2024-11-07,"High","active",0,"offline",6,"offline",0,"offline",0.41,"low"
2024-11-08,"High","active",0,"offline",6,"offline",0,"offline",0.42,"low"
2024-11-09,"High","active",0,"offline",5,"offline",0,"offline",0.4,"low"
2024-11-10,"Medium","active",0,"offline",12,"offline",0,"offline",0.29,"low"
2024-11-11,"High","active",0,"offline",25,"offline",0,"offline",0.29,"low"
2024-11-12,"High","active",0,"offline",6,"offline",0,"offline",0.28,"low"
2024-11-13,"High","active",0,"offline",18,"offline",0,"offline",0.32,"low"
2024-11-14,"High","active",0,"offline",17,"offline",0,"offline",0.32,"low"
2024-11-15,"High","active",0,"offline",0,"offline",0,"offline",0.35,"low"
2024-11-16,"High","active",0,"offline",5,"offline",0,"offline",0.35,"low"
2024-11-17,"High","active",0,"offline",0,"offline",0,"offline",0.15,"low"
2024-11-18,"High","active",0,"offline",4,"offline",0,"offline",0.14,"low"
2024-11-19,"Medium","active",0,"offline",5,"offline",0,"offline",0.14,"low"
2024-11-20,"Medium","active",0,"offline",0,"offline",0,"offline",0.16,"low"
2024-11-21,"Medium","active",0,"offline",0,"offline",0,"offline",0.14,"low"
2024-11-22,"Medium","active",0,"offline",0,"offline",0,"offline",0.15,"low"
2024-11-23,"Medium","active",0,"offline",14,"offline",0,"offline",0.16,"low"
2024-11-24,"High","active",0,"offline",0,"offline",0,"offline",0.03,"low"
2024-11-25,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-11-26,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-11-27,"High","active",0,"offline",1,"offline",0,"offline",NA,"offline"
2024-11-28,"Medium","active",0,"offline",0,"offline",1,"offline",NA,"offline"
2024-11-29,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-11-30,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-01,"Medium","active",0,"offline",1,"offline",1,"offline",NA,"offline"
2024-12-02,"Medium","active",0,"offline",52,"offline",0,"offline",NA,"offline"
2024-12-03,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-04,"Medium","active",0,"offline",4,"offline",0,"offline",NA,"offline"
2024-12-05,"Medium","active",0,"offline",2,"offline",0,"offline",NA,"offline"
2024-12-06,"High","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-07,"Medium","active",0,"offline",2,"offline",0,"offline",NA,"offline"
2024-12-08,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-09,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-10,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-11,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-12,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-13,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-14,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-15,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-16,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-17,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-18,"Low","active",0,"offline",3,"offline",0,"offline",NA,"offline"
2024-12-19,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-20,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-21,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-22,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-23,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-24,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-25,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-26,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-27,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-28,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-29,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-30,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2024-12-31,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-01,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-02,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-03,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-04,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-05,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-06,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-07,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-08,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-09,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-10,"Low","active",0,"offline",3,"offline",0,"offline",NA,"offline"
2025-01-11,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-12,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-13,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-14,"Medium","active",0,"offline",0,"offline",0,"offline",NA,"offline"
2025-01-15,"Low","active",0,"offline",0,"offline",0,"offline",NA,"offline"
