date_pt,whale_presence_rating,vsr_season,s_fincount,fin_acoustic,s_humpbackcount,humpback_acoustic,s_bluecount,blue_acoustic,bwmv,bwmv_rating,blue_acoustic_count,fin_acoustic_count,humpback_acoustic_count,n_periods,blue_acoustic_percent,fin_acoustic_percent,humpback_acoustic_percent,zone
4/9/2021,Medium,inactive,0,offline,0,offline,0,offline,0.2,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/10/2021,Medium,inactive,0,offline,0,offline,0,offline,0.29,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/11/2021,Medium,inactive,0,offline,5,offline,0,offline,0.27,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/12/2021,Medium,inactive,0,offline,2,offline,0,offline,0.28,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/13/2021,Medium,inactive,0,offline,0,offline,0,offline,0.26,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/14/2021,Medium,inactive,0,offline,0,offline,0,offline,0.2,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/15/2021,Medium,inactive,0,offline,0,offline,0,offline,0.22,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/16/2021,Medium,inactive,0,offline,16,offline,1,offline,0.22,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/17/2021,High,inactive,0,offline,0,offline,0,offline,0.23,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/18/2021,High,inactive,0,offline,2,offline,0,offline,0.27,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/19/2021,High,inactive,0,offline,0,offline,0,offline,0.28,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/20/2021,High,inactive,0,offline,0,offline,0,offline,0.33,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/21/2021,High,inactive,0,offline,10,offline,0,offline,0.25,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/22/2021,Medium,inactive,0,offline,0,offline,0,offline,0.17,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/23/2021,Medium,inactive,4,offline,3,offline,0,offline,0.24,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/24/2021,Medium,inactive,0,offline,4,offline,0,offline,0.25,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/25/2021,High,inactive,0,offline,12,offline,0,offline,0.24,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/26/2021,High,inactive,0,offline,0,offline,0,offline,0.22,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/27/2021,High,inactive,0,offline,2,offline,0,offline,0.18,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/28/2021,High,inactive,0,offline,12,offline,0,offline,0.16,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/29/2021,Medium,inactive,0,offline,4,offline,0,offline,0.2,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
4/30/2021,Medium,inactive,0,offline,0,offline,0,offline,0.28,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/1/2021,Medium,inactive,0,offline,5,offline,0,offline,0.35,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/2/2021,Medium,inactive,2,offline,0,offline,0,offline,0.31,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/3/2021,Medium,inactive,0,offline,1,offline,0,offline,0.29,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/4/2021,Low,inactive,0,offline,11,offline,2,offline,0.34,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/5/2021,Very High,inactive,0,offline,9,offline,0,offline,0.41,low,NA,NA,NA,NA,NA,NA,NA,Socal VSR
5/6/2021,Very High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.44,low,0,0,1,48,0,0,2,Socal VSR
5/7/2021,Very High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.41,low,0,0,6,69,0,0,9,Socal VSR
5/8/2021,Very High,inactive,0,Medium Rating,6,High Rating,0,Low Rating,0.41,low,0,1,10,67,0,1,15,Socal VSR
5/9/2021,Very High,inactive,0,Low Rating,0,Medium Rating,0,Medium Rating,0.45,low,1,0,5,79,1,0,6,Socal VSR
5/10/2021,High,inactive,2,Low Rating,0,Medium Rating,0,Medium Rating,0.52,low,1,0,7,78,1,0,9,Socal VSR
5/11/2021,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.52,low,0,0,15,50,0,0,30,Socal VSR
5/12/2021,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.52,low,0,0,11,66,0,0,17,Socal VSR
5/13/2021,Very High,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.59,low,0,0,8,87,0,0,9,Socal VSR
5/14/2021,Medium,inactive,1,Medium Rating,0,Medium Rating,0,Low Rating,0.55,low,0,3,9,84,0,4,11,Socal VSR
5/15/2021,High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.5,low,0,1,13,81,0,1,16,Socal VSR
5/16/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.48,low,0,1,5,77,0,1,6,Socal VSR
5/17/2021,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.5,low,0,0,4,67,0,0,6,Socal VSR
5/18/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.48,low,0,1,0,56,0,2,0,Socal VSR
5/19/2021,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.49,low,0,0,2,60,0,0,3,Socal VSR
5/20/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.46,low,0,0,0,42,0,0,0,Socal VSR
5/21/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.42,low,0,3,0,51,0,6,0,Socal VSR
5/22/2021,High,active,0,Medium Rating,4,Low Rating,0,Low Rating,0.37,low,0,3,0,69,0,4,0,Socal VSR
5/23/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.38,low,0,5,6,78,0,6,8,Socal VSR
5/24/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.43,low,0,1,4,83,0,1,5,Socal VSR
5/25/2021,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.39,low,0,0,3,63,0,0,5,Socal VSR
5/26/2021,High,active,0,Medium Rating,2,High Rating,0,Low Rating,0.39,low,0,1,17,69,0,1,25,Socal VSR
5/27/2021,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,0.39,low,0,0,13,59,0,0,22,Socal VSR
5/28/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.42,low,0,9,13,57,0,16,23,Socal VSR
5/29/2021,Very High,active,0,Low Rating,7,Medium Rating,0,Low Rating,0.37,low,0,0,3,74,0,0,4,Socal VSR
5/30/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.33,low,0,1,5,70,0,1,7,Socal VSR
5/31/2021,High,active,1,Medium Rating,3,Medium Rating,0,Low Rating,0.36,low,0,1,4,75,0,1,5,Socal VSR
6/1/2021,High,active,0,Medium Rating,2,Low Rating,0,Low Rating,0.41,low,0,1,0,71,0,1,0,Socal VSR
6/2/2021,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.42,low,0,0,6,67,0,0,9,Socal VSR
6/3/2021,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.44,low,0,0,2,66,0,0,3,Socal VSR
6/4/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.51,low,0,0,0,67,0,0,0,Socal VSR
6/5/2021,High,active,0,Medium Rating,2,Low Rating,0,Low Rating,0.57,low,0,2,0,60,0,3,0,Socal VSR
6/6/2021,High,active,1,Low Rating,1,Low Rating,0,Low Rating,0.62,low,0,0,0,56,0,0,0,Socal VSR
6/7/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.62,low,0,0,0,62,0,0,0,Socal VSR
6/8/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.59,low,0,5,0,71,0,7,0,Socal VSR
6/9/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,0,0,0,54,0,0,0,Socal VSR
6/10/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.5,low,0,3,0,65,0,5,0,Socal VSR
6/11/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.57,low,0,0,0,63,0,0,0,Socal VSR
6/12/2021,High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.59,low,3,6,0,67,4,9,0,Socal VSR
6/13/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.61,low,0,0,0,71,0,0,0,Socal VSR
6/14/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.61,low,0,4,0,67,0,6,0,Socal VSR
6/15/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.58,low,0,6,0,83,0,7,0,Socal VSR
6/16/2021,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.63,low,0,0,0,64,0,0,0,Socal VSR
6/17/2021,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.68,low,0,0,0,82,0,0,0,Socal VSR
6/18/2021,High,active,0,Low Rating,4,Medium Rating,0,Medium Rating,0.67,low,3,0,2,66,5,0,3,Socal VSR
6/19/2021,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.67,low,0,0,0,71,0,0,0,Socal VSR
6/20/2021,High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.7,low,2,6,0,67,3,9,0,Socal VSR
6/21/2021,Medium,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.71,low,1,4,0,60,2,7,0,Socal VSR
6/22/2021,High,active,0,High Rating,3,Low Rating,1,Medium Rating,0.75,medium,1,9,0,71,1,13,0,Socal VSR
6/23/2021,High,active,0,Medium Rating,0,Low Rating,0,High Rating,0.75,medium,12,5,0,66,18,8,0,Socal VSR
6/24/2021,Very High,active,0,Medium Rating,7,High Rating,0,Medium Rating,0.76,medium,4,5,13,76,5,7,17,Socal VSR
6/25/2021,Very High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.76,medium,0,0,4,72,0,0,6,Socal VSR
6/26/2021,Very High,active,0,Low Rating,6,Low Rating,0,High Rating,0.75,medium,9,0,0,75,12,0,0,Socal VSR
6/27/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.74,low,0,4,2,70,0,6,3,Socal VSR
6/28/2021,Very High,active,0,Medium Rating,8,Medium Rating,0,Medium Rating,0.75,medium,2,3,4,76,3,4,5,Socal VSR
6/29/2021,Very High,active,0,Low Rating,4,Medium Rating,0,Low Rating,0.73,low,0,0,6,58,0,0,10,Socal VSR
6/30/2021,Very High,active,0,Medium Rating,11,High Rating,0,Medium Rating,0.7,low,1,4,13,66,2,6,20,Socal VSR
7/1/2021,Very High,active,0,High Rating,1,High Rating,0,Low Rating,0.72,low,0,14,11,65,0,22,17,Socal VSR
7/2/2021,Very High,active,0,Medium Rating,6,Medium Rating,0,Low Rating,0.73,low,0,6,2,65,0,9,3,Socal VSR
7/3/2021,Very High,active,0,Low Rating,3,Low Rating,0,Medium Rating,0.73,low,2,0,0,55,4,0,0,Socal VSR
7/4/2021,Very High,active,0,Medium Rating,0,Medium Rating,1,High Rating,0.77,medium,8,3,4,64,12,5,6,Socal VSR
7/5/2021,Very High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.76,medium,4,3,0,69,6,4,0,Socal VSR
7/6/2021,Very High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.76,medium,0,0,7,57,0,0,12,Socal VSR
7/7/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.78,medium,0,1,3,55,0,2,5,Socal VSR
7/8/2021,Very High,active,0,Low Rating,1,High Rating,0,Low Rating,0.75,medium,0,0,8,54,0,0,15,Socal VSR
7/9/2021,High,active,0,High Rating,1,High Rating,0,Medium Rating,0.76,medium,3,9,17,56,5,16,30,Socal VSR
7/10/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.75,medium,0,11,9,61,0,18,15,Socal VSR
7/11/2021,High,active,0,Medium Rating,4,Medium Rating,0,Low Rating,0.74,low,0,2,6,65,0,3,9,Socal VSR
7/12/2021,High,active,0,Medium Rating,2,Medium Rating,0,Low Rating,0.77,medium,0,2,8,61,0,3,13,Socal VSR
7/13/2021,High,active,0,High Rating,2,High Rating,0,Medium Rating,0.78,medium,4,13,21,53,8,25,40,Socal VSR
7/14/2021,Very High,active,0,Medium Rating,6,Medium Rating,0,High Rating,0.78,medium,8,1,7,63,13,2,11,Socal VSR
7/15/2021,Very High,active,0,High Rating,2,High Rating,1,Medium Rating,0.79,medium,4,11,13,57,7,19,23,Socal VSR
7/16/2021,Very High,active,0,High Rating,1,Medium Rating,0,Low Rating,0.78,medium,0,9,2,71,0,13,3,Socal VSR
7/17/2021,Very High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,9,2,52,0,17,4,Socal VSR
7/18/2021,Very High,active,0,Medium Rating,4,Medium Rating,0,Low Rating,0.77,medium,0,1,8,64,0,2,12,Socal VSR
7/19/2021,Very High,active,0,Medium Rating,9,Medium Rating,0,Low Rating,0.76,medium,0,3,9,63,0,5,14,Socal VSR
7/20/2021,High,active,0,High Rating,2,Medium Rating,0,Low Rating,0.77,medium,0,12,3,70,0,17,4,Socal VSR
7/21/2021,High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,0.76,medium,3,4,9,63,5,6,14,Socal VSR
7/22/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.76,medium,0,1,4,72,0,1,6,Socal VSR
7/23/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,1,1,59,0,2,2,Socal VSR
7/24/2021,High,active,0,Medium Rating,2,Medium Rating,1,High Rating,0.74,low,16,1,3,41,39,2,7,Socal VSR
7/25/2021,High,active,0,Medium Rating,12,Medium Rating,0,Medium Rating,0.77,medium,1,6,1,67,1,9,1,Socal VSR
7/26/2021,Very High,active,0,Medium Rating,8,High Rating,0,Medium Rating,0.76,medium,1,2,9,59,2,3,15,Socal VSR
7/27/2021,Very High,active,0,High Rating,3,Medium Rating,0,Low Rating,0.76,medium,0,9,1,54,0,17,2,Socal VSR
7/28/2021,Very High,active,0,High Rating,0,Low Rating,0,High Rating,0.79,medium,8,8,0,55,15,15,0,Socal VSR
7/29/2021,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.8,medium,0,4,0,67,0,6,0,Socal VSR
7/30/2021,Very High,active,0,Medium Rating,3,Low Rating,0,Low Rating,0.79,medium,0,2,0,67,0,3,0,Socal VSR
7/31/2021,Very High,active,0,Medium Rating,7,Medium Rating,0,Low Rating,0.79,medium,0,2,3,72,0,3,4,Socal VSR
8/1/2021,Very High,active,0,Low Rating,0,Low Rating,0,Medium Rating,0.77,medium,1,0,0,65,2,0,0,Socal VSR
8/2/2021,Very High,active,0,Low Rating,0,Medium Rating,0,High Rating,0.77,medium,26,0,1,54,48,0,2,Socal VSR
8/3/2021,Very High,active,0,High Rating,2,Medium Rating,0,High Rating,0.76,medium,16,9,4,71,23,13,6,Socal VSR
8/4/2021,Very High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,0.78,medium,3,3,0,74,4,4,0,Socal VSR
8/5/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,0.75,medium,4,6,3,71,6,8,4,Socal VSR
8/6/2021,Very High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,16,2,58,0,28,3,Socal VSR
8/7/2021,Very High,active,0,Medium Rating,1,Medium Rating,0,Low Rating,0.76,medium,0,4,7,72,0,6,10,Socal VSR
8/8/2021,High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.74,low,0,7,4,72,0,10,6,Socal VSR
8/9/2021,High,active,0,High Rating,3,Medium Rating,0,Low Rating,0.75,medium,0,6,7,63,0,10,11,Socal VSR
8/10/2021,High,active,0,High Rating,1,Medium Rating,0,High Rating,0.76,medium,7,13,7,63,11,21,11,Socal VSR
8/11/2021,High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,13,6,63,0,21,10,Socal VSR
8/12/2021,Very High,active,0,High Rating,0,Low Rating,0,Low Rating,0.78,medium,0,9,0,67,0,13,0,Socal VSR
8/13/2021,Very High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,7,3,61,0,11,5,Socal VSR
8/14/2021,Very High,active,0,High Rating,4,Medium Rating,0,Low Rating,0.77,medium,0,11,1,47,0,23,2,Socal VSR
8/15/2021,Very High,active,0,High Rating,6,Medium Rating,0,Low Rating,0.79,medium,0,10,1,54,0,19,2,Socal VSR
8/16/2021,High,active,0,Medium Rating,1,Low Rating,0,Low Rating,0.8,medium,0,4,0,57,0,7,0,Socal VSR
8/17/2021,High,active,0,Medium Rating,3,Low Rating,0,Low Rating,0.78,medium,0,5,0,61,0,8,0,Socal VSR
8/18/2021,High,active,0,Medium Rating,1,Medium Rating,0,Low Rating,0.78,medium,0,3,2,70,0,4,3,Socal VSR
8/19/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.79,medium,0,6,5,67,0,9,7,Socal VSR
8/20/2021,High,active,0,High Rating,3,Medium Rating,0,Low Rating,0.8,medium,0,11,3,72,0,15,4,Socal VSR
8/21/2021,High,active,0,Medium Rating,5,Medium Rating,0,Low Rating,0.79,medium,0,2,1,64,0,3,2,Socal VSR
8/22/2021,High,active,0,Medium Rating,5,Medium Rating,0,Low Rating,0.78,medium,0,2,1,61,0,3,2,Socal VSR
8/23/2021,High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.77,medium,0,6,2,76,0,8,3,Socal VSR
8/24/2021,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.74,low,0,7,0,77,0,9,0,Socal VSR
8/25/2021,High,active,0,High Rating,4,Low Rating,0,Low Rating,0.79,medium,0,9,0,59,0,15,0,Socal VSR
8/26/2021,High,active,0,Medium Rating,2,Low Rating,0,Low Rating,0.8,medium,0,3,0,51,0,6,0,Socal VSR
8/27/2021,High,active,0,High Rating,0,Medium Rating,0,Low Rating,0.78,medium,0,5,2,45,0,11,4,Socal VSR
8/28/2021,High,active,0,Low Rating,12,Low Rating,0,Low Rating,0.78,medium,0,0,0,24,0,0,0,Socal VSR
8/29/2021,High,active,0,Low Rating,4,Medium Rating,0,Low Rating,0.77,medium,0,0,1,46,0,0,2,Socal VSR
8/30/2021,Very High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.78,medium,0,0,0,56,0,0,0,Socal VSR
8/31/2021,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.77,medium,0,0,0,52,0,0,0,Socal VSR
9/1/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.78,medium,0,1,4,56,0,2,7,Socal VSR
9/2/2021,High,active,0,Medium Rating,12,Medium Rating,0,Low Rating,0.8,medium,0,4,6,71,0,6,8,Socal VSR
9/3/2021,High,active,0,High Rating,7,Medium Rating,0,Low Rating,0.81,medium,0,13,7,53,0,25,13,Socal VSR
9/4/2021,Very High,active,0,Medium Rating,7,Medium Rating,0,Medium Rating,0.81,medium,1,5,1,54,2,9,2,Socal VSR
9/5/2021,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,0.81,medium,0,1,1,65,0,2,2,Socal VSR
9/6/2021,Very High,active,0,High Rating,2,Medium Rating,0,Low Rating,0.77,medium,0,8,2,53,0,15,4,Socal VSR
9/7/2021,Very High,active,0,High Rating,6,Medium Rating,0,Low Rating,0.77,medium,0,13,1,30,0,43,3,Socal VSR
9/8/2021,Very High,active,0,High Rating,5,Medium Rating,0,Low Rating,0.78,medium,0,11,3,55,0,20,5,Socal VSR
9/9/2021,Very High,active,0,Medium Rating,3,Medium Rating,0,Low Rating,0.79,medium,0,2,3,49,0,4,6,Socal VSR
9/10/2021,Very High,active,0,High Rating,0,Low Rating,0,Low Rating,0.8,medium,0,3,0,6,0,50,0,Socal VSR
9/11/2021,Very High,active,0,Low Rating,13,Low Rating,0,Low Rating,0.81,medium,0,0,0,10,0,0,0,Socal VSR
9/12/2021,Very High,active,0,Low Rating,4,High Rating,0,Low Rating,0.79,medium,0,0,8,20,0,0,40,Socal VSR
9/13/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.75,medium,0,3,24,49,0,6,49,Socal VSR
9/14/2021,Very High,active,0,Low Rating,11,High Rating,0,Low Rating,0.76,medium,0,0,13,24,0,0,54,Socal VSR
9/15/2021,Very High,active,0,High Rating,1,High Rating,0,Low Rating,0.79,medium,0,12,19,47,0,26,40,Socal VSR
9/16/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.79,medium,0,12,16,35,0,34,46,Socal VSR
9/17/2021,Very High,active,0,High Rating,18,High Rating,0,Low Rating,0.78,medium,0,9,16,43,0,21,37,Socal VSR
9/18/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.77,medium,0,2,31,50,0,4,62,Socal VSR
9/19/2021,Very High,active,0,High Rating,2,High Rating,0,High Rating,0.79,medium,4,9,14,42,10,21,33,Socal VSR
9/20/2021,Very High,active,0,Low Rating,2,High Rating,0,Low Rating,0.81,medium,0,0,19,30,0,0,63,Socal VSR
9/21/2021,Very High,active,0,High Rating,5,High Rating,0,Low Rating,0.81,medium,0,10,19,39,0,26,49,Socal VSR
9/22/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.77,medium,0,1,13,24,0,4,54,Socal VSR
9/23/2021,Very High,active,0,High Rating,0,High Rating,0,High Rating,0.78,medium,6,10,7,28,21,36,25,Socal VSR
9/24/2021,Very High,active,0,High Rating,5,High Rating,0,Low Rating,0.76,medium,0,6,5,26,0,23,19,Socal VSR
9/25/2021,Very High,active,0,High Rating,5,High Rating,0,Low Rating,0.73,low,0,13,8,39,0,33,21,Socal VSR
9/26/2021,Very High,active,0,High Rating,8,High Rating,0,Low Rating,0.74,low,0,8,7,30,0,27,23,Socal VSR
9/27/2021,Very High,active,0,High Rating,6,High Rating,0,Low Rating,0.72,low,0,9,29,38,0,24,76,Socal VSR
9/28/2021,Very High,active,0,Medium Rating,3,High Rating,0,Low Rating,0.75,medium,0,2,25,30,0,7,83,Socal VSR
9/29/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.78,medium,0,3,25,26,0,12,96,Socal VSR
9/30/2021,Very High,active,0,High Rating,14,High Rating,0,Low Rating,0.76,medium,0,18,21,34,0,53,62,Socal VSR
10/1/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.77,medium,0,23,16,37,0,62,43,Socal VSR
10/2/2021,Very High,active,0,High Rating,9,High Rating,0,Low Rating,0.76,medium,0,9,20,28,0,32,71,Socal VSR
10/3/2021,Very High,active,0,High Rating,11,High Rating,0,Medium Rating,0.75,medium,1,19,17,29,3,66,59,Socal VSR
10/4/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.73,low,0,3,24,28,0,11,86,Socal VSR
10/5/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.73,low,0,9,21,31,0,29,68,Socal VSR
10/6/2021,Very High,active,0,High Rating,12,High Rating,0,Low Rating,0.75,medium,0,10,22,30,0,33,73,Socal VSR
10/7/2021,Very High,active,0,High Rating,12,High Rating,0,Low Rating,0.77,medium,0,15,19,39,0,38,49,Socal VSR
10/8/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.76,medium,0,9,17,27,0,33,63,Socal VSR
10/9/2021,Very High,active,0,High Rating,3,High Rating,0,Low Rating,0.75,medium,0,5,15,26,0,19,58,Socal VSR
10/10/2021,Very High,active,0,High Rating,8,High Rating,0,High Rating,0.74,low,6,7,8,32,19,22,25,Socal VSR
10/11/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.76,medium,0,7,5,22,0,32,23,Socal VSR
10/12/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.76,medium,0,10,13,22,0,45,59,Socal VSR
10/13/2021,Very High,active,0,High Rating,3,High Rating,0,Low Rating,0.76,medium,0,3,22,23,0,13,96,Socal VSR
10/14/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.71,low,0,2,23,24,0,8,96,Socal VSR
10/15/2021,Very High,active,0,Medium Rating,11,High Rating,0,High Rating,0.71,low,4,2,24,25,16,8,96,Socal VSR
10/16/2021,Very High,active,0,Medium Rating,13,High Rating,0,Medium Rating,0.7,low,2,2,21,23,9,9,91,Socal VSR
10/17/2021,Very High,active,0,Medium Rating,17,High Rating,0,Low Rating,0.69,low,0,1,19,25,0,4,76,Socal VSR
10/18/2021,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,0.71,low,0,0,23,25,0,0,92,Socal VSR
10/19/2021,Very High,active,0,Low Rating,34,High Rating,0,Low Rating,0.7,low,0,0,26,26,0,0,100,Socal VSR
10/20/2021,Very High,active,0,Low Rating,10,High Rating,0,Medium Rating,0.72,low,1,0,21,24,4,0,88,Socal VSR
10/21/2021,Very High,active,0,Medium Rating,21,High Rating,0,Low Rating,0.7,low,0,1,25,28,0,4,89,Socal VSR
10/22/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.66,low,0,1,24,26,0,4,92,Socal VSR
10/23/2021,Very High,active,0,Medium Rating,0,High Rating,0,High Rating,0.63,low,5,2,19,29,17,7,66,Socal VSR
10/24/2021,Very High,active,0,Low Rating,25,High Rating,0,Medium Rating,0.69,low,1,0,22,26,4,0,85,Socal VSR
10/25/2021,Very High,active,0,High Rating,0,High Rating,0,Low Rating,0.67,low,0,3,15,27,0,11,56,Socal VSR
10/26/2021,Very High,active,0,Medium Rating,0,High Rating,0,Low Rating,0.68,low,0,2,17,28,0,7,61,Socal VSR
10/27/2021,Very High,active,0,Low Rating,14,High Rating,0,Low Rating,0.68,low,0,0,23,23,0,0,100,Socal VSR
10/28/2021,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,0.69,low,0,0,24,24,0,0,100,Socal VSR
10/29/2021,Very High,active,0,Low Rating,45,High Rating,0,Low Rating,0.69,low,0,0,25,25,0,0,100,Socal VSR
10/30/2021,Very High,active,0,Low Rating,9,High Rating,0,Low Rating,0.68,low,0,0,23,24,0,0,96,Socal VSR
10/31/2021,Very High,active,0,Low Rating,15,High Rating,0,Low Rating,0.67,low,0,0,24,26,0,0,92,Socal VSR
11/1/2021,High,active,0,Medium Rating,7,High Rating,0,Low Rating,0.62,low,0,1,22,24,0,4,92,Socal VSR
11/2/2021,High,active,0,High Rating,1,High Rating,0,Low Rating,0.61,low,0,13,23,24,0,54,96,Socal VSR
11/3/2021,Very High,active,0,Medium Rating,11,High Rating,0,Low Rating,0.6,low,0,1,23,24,0,4,96,Socal VSR
11/4/2021,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,NA,offline,0,0,23,28,0,0,82,Socal VSR
11/5/2021,Very High,active,0,Low Rating,4,High Rating,0,Low Rating,0.6,low,0,0,24,26,0,0,92,Socal VSR
11/6/2021,Very High,active,0,Low Rating,10,High Rating,0,Low Rating,0.6,low,0,0,22,27,0,0,81,Socal VSR
11/7/2021,Very High,active,0,High Rating,12,High Rating,0,Low Rating,0.61,low,0,3,17,27,0,11,63,Socal VSR
11/8/2021,High,active,0,Medium Rating,0,High Rating,0,High Rating,0.59,low,7,1,12,37,19,3,32,Socal VSR
11/9/2021,Very High,active,0,High Rating,5,High Rating,0,High Rating,0.56,low,7,9,9,46,15,20,20,Socal VSR
11/10/2021,Very High,active,0,High Rating,0,High Rating,0,High Rating,0.56,low,11,13,8,29,38,45,28,Socal VSR
