date_pt,whale_presence_rating,vsr_season,s_fincount,fin_acoustic,s_humpbackcount,humpback_acoustic,s_bluecount,blue_acoustic,bwmv,bwmv_rating,zone
1/1/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.1,low,Socal VSR
1/2/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
1/3/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.09,low,Socal VSR
1/4/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
1/5/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.08,low,Socal VSR
1/6/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.08,low,Socal VSR
1/7/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.09,low,Socal VSR
1/8/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
1/9/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/10/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.07,low,Socal VSR
1/11/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.08,low,Socal VSR
1/12/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/13/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/14/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/15/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.06,low,Socal VSR
1/16/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/17/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/18/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.08,low,Socal VSR
1/19/2023,Low,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.1,low,Socal VSR
1/20/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/21/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
1/22/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
1/23/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
1/24/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
1/25/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
1/26/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.07,low,Socal VSR
1/27/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
1/28/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
1/29/2023,Low,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.04,low,Socal VSR
1/30/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
1/31/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/1/2023,Medium,inactive,0,High Rating,4,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/2/2023,Medium,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
2/3/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
2/4/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/5/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/6/2023,High,inactive,0,High Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
2/7/2023,Medium,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.05,low,Socal VSR
2/8/2023,High,inactive,0,Low Rating,1,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/9/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/10/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/11/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
2/12/2023,High,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/13/2023,Low,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/14/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/15/2023,Medium,inactive,0,Low Rating,1,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/16/2023,Medium,inactive,0,Medium Rating,2,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/17/2023,High,inactive,0,Medium Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/18/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/19/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/20/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/21/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/22/2023,Medium,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.04,low,Socal VSR
2/23/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/24/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/25/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.02,low,Socal VSR
2/26/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.02,low,Socal VSR
2/27/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
2/28/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.02,low,Socal VSR
3/1/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
3/2/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.03,low,Socal VSR
3/3/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.02,low,Socal VSR
3/4/2023,Low,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.02,low,Socal VSR
3/5/2023,Low,inactive,0,Low Rating,1,Low Rating,0,Low Rating,0.02,low,Socal VSR
3/6/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.02,low,Socal VSR
3/7/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.02,low,Socal VSR
3/8/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.02,low,Socal VSR
3/9/2023,Medium,inactive,0,Low Rating,2,High Rating,0,Low Rating,0.02,low,Socal VSR
3/10/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.02,low,Socal VSR
3/11/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.02,low,Socal VSR
3/12/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
3/13/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.1,low,Socal VSR
3/14/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
3/15/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
3/16/2023,High,inactive,0,Low Rating,3,High Rating,0,Low Rating,0.09,low,Socal VSR
3/17/2023,High,inactive,0,Low Rating,4,Medium Rating,0,Low Rating,0.08,low,Socal VSR
3/18/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
3/19/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.1,low,Socal VSR
3/20/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
3/21/2023,High,inactive,0,Low Rating,0,Low Rating,0,Low Rating,0.12,low,Socal VSR
3/22/2023,Medium,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.09,low,Socal VSR
3/23/2023,Medium,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.09,low,Socal VSR
3/24/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.07,low,Socal VSR
3/25/2023,High,inactive,0,Low Rating,1,High Rating,0,Low Rating,0.05,low,Socal VSR
3/26/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.05,low,Socal VSR
3/27/2023,High,inactive,0,Low Rating,5,High Rating,0,Low Rating,0.05,low,Socal VSR
3/28/2023,High,inactive,0,Low Rating,5,High Rating,0,Low Rating,0.05,low,Socal VSR
3/29/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.06,low,Socal VSR
3/30/2023,High,inactive,0,Low Rating,4,High Rating,0,Low Rating,0.06,low,Socal VSR
3/31/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.07,low,Socal VSR
4/1/2023,High,inactive,0,Low Rating,1,High Rating,0,Low Rating,0.07,low,Socal VSR
4/2/2023,High,inactive,0,Low Rating,1,High Rating,0,Low Rating,0.06,low,Socal VSR
4/3/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.08,low,Socal VSR
4/4/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.04,low,Socal VSR
4/5/2023,High,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.03,low,Socal VSR
4/6/2023,High,inactive,0,Low Rating,22,Medium Rating,0,Low Rating,0.04,low,Socal VSR
4/7/2023,High,inactive,0,Low Rating,15,High Rating,0,Low Rating,0.04,low,Socal VSR
4/8/2023,High,inactive,0,Low Rating,20,Medium Rating,0,Low Rating,0.05,low,Socal VSR
4/9/2023,High,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.05,low,Socal VSR
4/10/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.06,low,Socal VSR
4/11/2023,High,inactive,0,Low Rating,2,Medium Rating,0,Low Rating,0.08,low,Socal VSR
4/12/2023,High,inactive,0,Low Rating,2,High Rating,0,Low Rating,0.12,low,Socal VSR
4/13/2023,High,inactive,0,Low Rating,12,High Rating,0,Low Rating,0.1,low,Socal VSR
4/14/2023,High,inactive,0,Low Rating,7,Medium Rating,0,Low Rating,0.08,low,Socal VSR
4/15/2023,High,inactive,0,Low Rating,40,Medium Rating,0,Low Rating,0.09,low,Socal VSR
4/16/2023,High,inactive,0,Low Rating,11,Medium Rating,0,Low Rating,0.07,low,Socal VSR
4/17/2023,High,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.11,low,Socal VSR
4/18/2023,High,inactive,0,Low Rating,0,Medium Rating,0,Low Rating,0.11,low,Socal VSR
4/19/2023,High,inactive,0,Low Rating,1,Medium Rating,0,Low Rating,0.09,low,Socal VSR
4/20/2023,High,inactive,0,Low Rating,13,Medium Rating,0,Low Rating,0.08,low,Socal VSR
4/21/2023,High,inactive,0,Low Rating,41,Medium Rating,0,Low Rating,0.08,low,Socal VSR
4/22/2023,High,inactive,0,Low Rating,18,Medium Rating,0,Low Rating,0.13,low,Socal VSR
4/23/2023,High,inactive,0,Low Rating,0,High Rating,0,Low Rating,0.26,low,Socal VSR
4/24/2023,High,inactive,0,Low Rating,1,High Rating,0,Low Rating,0.29,low,Socal VSR
4/25/2023,High,inactive,0,Low Rating,7,High Rating,0,Low Rating,0.2,low,Socal VSR
4/26/2023,High,inactive,0,Low Rating,10,High Rating,0,Low Rating,0.23,low,Socal VSR
4/27/2023,High,inactive,0,Low Rating,3,High Rating,0,Low Rating,0.19,low,Socal VSR
4/28/2023,High,inactive,0,Low Rating,16,High Rating,0,Low Rating,0.15,low,Socal VSR
4/29/2023,High,inactive,0,Low Rating,24,High Rating,0,Low Rating,0.21,low,Socal VSR
4/30/2023,High,inactive,0,Low Rating,6,High Rating,0,Low Rating,0.21,low,Socal VSR
5/1/2023,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.24,low,Socal VSR
5/2/2023,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.18,low,Socal VSR
5/3/2023,High,active,0,Low Rating,2,High Rating,0,Low Rating,0.17,low,Socal VSR
5/4/2023,High,active,0,Low Rating,10,High Rating,0,Low Rating,0.2,low,Socal VSR
5/5/2023,High,active,0,Medium Rating,36,Medium Rating,0,Low Rating,0.23,low,Socal VSR
5/6/2023,High,active,0,Medium Rating,11,Medium Rating,0,Low Rating,0.31,low,Socal VSR
5/7/2023,High,active,0,Low Rating,7,High Rating,0,Low Rating,NA,offline,Socal VSR
5/8/2023,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,NA,offline,Socal VSR
5/9/2023,High,active,0,Low Rating,7,Medium Rating,0,Low Rating,NA,offline,Socal VSR
5/10/2023,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
5/11/2023,High,active,0,Low Rating,22,Low Rating,0,Low Rating,NA,offline,Socal VSR
5/12/2023,High,active,0,Low Rating,21,Low Rating,0,Low Rating,NA,offline,Socal VSR
5/13/2023,High,active,0,Low Rating,18,Low Rating,0,Low Rating,0.29,low,Socal VSR
5/14/2023,High,active,0,Low Rating,8,Medium Rating,0,Low Rating,0.37,low,Socal VSR
5/15/2023,High,active,0,Low Rating,7,Medium Rating,0,Low Rating,0.39,low,Socal VSR
5/16/2023,High,active,0,Low Rating,22,Medium Rating,0,Low Rating,0.38,low,Socal VSR
5/17/2023,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,0.36,low,Socal VSR
5/18/2023,High,active,0,Low Rating,10,Medium Rating,0,Low Rating,0.37,low,Socal VSR
5/19/2023,High,active,0,Low Rating,14,High Rating,0,Low Rating,0.35,low,Socal VSR
5/20/2023,High,active,0,Low Rating,11,Medium Rating,0,Low Rating,0.43,low,Socal VSR
5/21/2023,High,active,0,Low Rating,13,Medium Rating,0,Low Rating,0.44,low,Socal VSR
5/22/2023,High,active,0,Low Rating,7,High Rating,0,Low Rating,0.45,low,Socal VSR
5/23/2023,High,active,0,Low Rating,9,High Rating,0,Medium Rating,0.48,low,Socal VSR
5/24/2023,High,active,0,Low Rating,12,Medium Rating,0,Low Rating,0.44,low,Socal VSR
5/25/2023,High,active,0,Low Rating,55,Medium Rating,1,Low Rating,0.42,low,Socal VSR
5/26/2023,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,0.38,low,Socal VSR
5/27/2023,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.48,low,Socal VSR
5/28/2023,High,active,0,Low Rating,4,Medium Rating,0,Low Rating,0.47,low,Socal VSR
5/29/2023,High,active,0,Low Rating,6,Medium Rating,0,Low Rating,0.48,low,Socal VSR
5/30/2023,Medium,active,0,Low Rating,6,Low Rating,0,Low Rating,0.51,low,Socal VSR
5/31/2023,Medium,active,0,Low Rating,3,Low Rating,0,Medium Rating,0.52,low,Socal VSR
6/1/2023,Medium,active,0,Low Rating,0,Low Rating,0,High Rating,0.49,low,Socal VSR
6/2/2023,Very High,active,0,Low Rating,8,Medium Rating,0,Medium Rating,0.5,low,Socal VSR
6/3/2023,Very High,active,0,Low Rating,11,Low Rating,0,Low Rating,0.55,low,Socal VSR
6/4/2023,Very High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.5,low,Socal VSR
6/5/2023,Very High,active,0,Low Rating,5,High Rating,0,Medium Rating,0.52,low,Socal VSR
6/6/2023,High,active,0,Low Rating,17,Medium Rating,0,Medium Rating,0.57,low,Socal VSR
6/7/2023,Very High,active,0,Low Rating,12,Low Rating,0,Low Rating,0.67,low,Socal VSR
6/8/2023,High,active,0,Medium Rating,15,Low Rating,0,Low Rating,0.67,low,Socal VSR
6/9/2023,High,active,2,Low Rating,4,Low Rating,0,Low Rating,0.65,low,Socal VSR
6/10/2023,Very High,active,0,Low Rating,11,Low Rating,0,Low Rating,0.62,low,Socal VSR
6/11/2023,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.62,low,Socal VSR
6/12/2023,Very High,active,0,Low Rating,9,Low Rating,0,Low Rating,0.61,low,Socal VSR
6/13/2023,High,active,0,Low Rating,16,Low Rating,0,Low Rating,0.66,low,Socal VSR
6/14/2023,High,active,0,Medium Rating,15,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/15/2023,High,active,0,Medium Rating,5,Low Rating,0,Medium Rating,0.68,low,Socal VSR
6/16/2023,High,active,0,Low Rating,5,Medium Rating,0,Low Rating,0.68,low,Socal VSR
6/17/2023,High,active,0,Low Rating,11,Low Rating,0,Medium Rating,0.7,low,Socal VSR
6/18/2023,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.72,low,Socal VSR
6/19/2023,High,active,0,Low Rating,4,Low Rating,0,Medium Rating,0.72,low,Socal VSR
6/20/2023,High,active,0,Low Rating,15,Low Rating,0,Low Rating,0.72,low,Socal VSR
6/21/2023,High,active,0,Low Rating,12,Low Rating,0,Low Rating,0.69,low,Socal VSR
6/22/2023,High,active,0,Low Rating,6,Low Rating,0,Low Rating,0.66,low,Socal VSR
6/23/2023,High,active,0,Low Rating,12,Low Rating,0,Low Rating,0.6,low,Socal VSR
6/24/2023,High,active,0,Low Rating,26,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/25/2023,Medium,active,0,Low Rating,19,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/26/2023,Low,active,0,Low Rating,4,Low Rating,0,Low Rating,0.68,low,Socal VSR
6/27/2023,High,active,0,Low Rating,16,Low Rating,0,Low Rating,0.66,low,Socal VSR
6/28/2023,High,active,0,Low Rating,9,Low Rating,0,Low Rating,0.65,low,Socal VSR
6/29/2023,High,active,0,Low Rating,7,Low Rating,0,Low Rating,0.64,low,Socal VSR
6/30/2023,High,active,0,Low Rating,6,Low Rating,0,Low Rating,0.64,low,Socal VSR
7/1/2023,High,active,0,Low Rating,8,Low Rating,0,Low Rating,0.69,low,Socal VSR
7/2/2023,High,active,0,Low Rating,7,Low Rating,0,Low Rating,0.69,low,Socal VSR
7/3/2023,High,active,0,Low Rating,0,Low Rating,0,Low Rating,0.68,low,Socal VSR
7/4/2023,High,active,0,Low Rating,1,Low Rating,0,Low Rating,0.68,low,Socal VSR
7/5/2023,High,active,0,Low Rating,23,Low Rating,0,Low Rating,0.68,low,Socal VSR
7/6/2023,High,active,0,Low Rating,17,Low Rating,0,Low Rating,0.69,low,Socal VSR
7/7/2023,High,active,0,Low Rating,14,Low Rating,0,Low Rating,0.69,low,Socal VSR
7/8/2023,High,active,0,Low Rating,8,Low Rating,0,Low Rating,0.7,low,Socal VSR
7/9/2023,High,active,0,Low Rating,2,Low Rating,0,Low Rating,0.71,low,Socal VSR
7/10/2023,High,active,0,Low Rating,4,Low Rating,0,Low Rating,0.71,low,Socal VSR
7/11/2023,High,active,0,Low Rating,5,Low Rating,0,Low Rating,0.71,low,Socal VSR
7/12/2023,High,active,0,Low Rating,16,Low Rating,0,Low Rating,0.73,low,Socal VSR
7/13/2023,High,active,0,Low Rating,8,Low Rating,0,Low Rating,0.74,low,Socal VSR
7/14/2023,High,active,0,Low Rating,11,Low Rating,0,Low Rating,0.75,medium,Socal VSR
7/15/2023,High,active,0,Low Rating,10,Low Rating,0,Medium Rating,0.76,medium,Socal VSR
7/16/2023,High,active,0,Low Rating,7,Low Rating,0,Medium Rating,0.76,medium,Socal VSR
7/17/2023,High,active,0,Low Rating,8,Low Rating,0,Low Rating,0.77,medium,Socal VSR
7/18/2023,High,active,0,Low Rating,0,Medium Rating,0,Low Rating,NA,offline,Socal VSR
7/19/2023,High,active,0,Low Rating,0,Low Rating,0,Medium Rating,NA,offline,Socal VSR
7/20/2023,High,active,0,Low Rating,18,Low Rating,0,High Rating,NA,offline,Socal VSR
7/21/2023,Very High,active,0,Low Rating,5,Low Rating,0,High Rating,NA,offline,Socal VSR
7/22/2023,Very High,active,0,Low Rating,7,Low Rating,0,Low Rating,NA,offline,Socal VSR
7/23/2023,Very High,active,0,Low Rating,6,Low Rating,0,Low Rating,NA,offline,Socal VSR
7/24/2023,Very High,active,0,Low Rating,6,Low Rating,0,Low Rating,NA,offline,Socal VSR
7/25/2023,Very High,active,0,High Rating,4,Low Rating,0,Low Rating,NA,offline,Socal VSR
7/26/2023,Very High,active,0,High Rating,11,Low Rating,12,Low Rating,NA,offline,Socal VSR
7/27/2023,Very High,active,0,High Rating,6,Low Rating,0,High Rating,NA,offline,Socal VSR
7/28/2023,Very High,active,0,Medium Rating,3,Low Rating,0,Medium Rating,NA,offline,Socal VSR
7/29/2023,Very High,active,0,Low Rating,12,Low Rating,0,Medium Rating,NA,offline,Socal VSR
7/30/2023,Very High,active,0,High Rating,3,Low Rating,0,Low Rating,NA,offline,Socal VSR
7/31/2023,Very High,active,0,Medium Rating,3,Medium Rating,0,Low Rating,NA,offline,Socal VSR
8/1/2023,Very High,active,0,High Rating,0,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/2/2023,Very High,active,0,Medium Rating,0,Medium Rating,0,Low Rating,NA,offline,Socal VSR
8/3/2023,High,active,0,Medium Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/4/2023,High,active,0,Medium Rating,8,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/5/2023,High,active,0,Medium Rating,1,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/6/2023,Very High,active,0,Medium Rating,0,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/7/2023,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/8/2023,High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/9/2023,Medium,active,0,Low Rating,8,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/10/2023,High,active,0,Low Rating,0,Low Rating,4,Medium Rating,NA,offline,Socal VSR
8/11/2023,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/12/2023,Very High,active,0,High Rating,4,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/13/2023,Very High,active,0,High Rating,2,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/14/2023,Very High,active,0,High Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/15/2023,High,active,0,Medium Rating,2,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/16/2023,High,active,0,Medium Rating,7,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/17/2023,High,active,0,Medium Rating,2,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/18/2023,Very High,active,0,High Rating,4,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/19/2023,Very High,active,0,High Rating,3,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/20/2023,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,NA,offline,Socal VSR
8/21/2023,Very High,active,0,Medium Rating,0,Medium Rating,0,Medium Rating,NA,offline,Socal VSR
8/22/2023,High,active,0,Medium Rating,5,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/23/2023,High,active,0,Medium Rating,5,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/24/2023,High,active,0,Medium Rating,10,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/25/2023,High,active,11,Low Rating,26,Low Rating,3,Low Rating,NA,offline,Socal VSR
8/26/2023,Very High,active,0,Medium Rating,5,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/27/2023,Very High,active,0,Medium Rating,2,Low Rating,1,Low Rating,NA,offline,Socal VSR
8/28/2023,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/29/2023,Very High,active,0,Low Rating,4,Low Rating,0,Low Rating,NA,offline,Socal VSR
8/30/2023,Medium,active,0,Medium Rating,1,Low Rating,0,Medium Rating,NA,offline,Socal VSR
8/31/2023,Very High,active,0,Low Rating,0,Low Rating,0,Medium Rating,NA,offline,Socal VSR
9/1/2023,High,active,0,High Rating,4,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/2/2023,Medium,active,0,Medium Rating,6,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/3/2023,High,active,0,Medium Rating,5,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/4/2023,Very High,active,0,Low Rating,7,Low Rating,4,High Rating,NA,offline,Socal VSR
9/5/2023,Very High,active,0,High Rating,5,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/6/2023,Very High,active,0,High Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/7/2023,Very High,active,0,Medium Rating,2,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/8/2023,Very High,active,0,Medium Rating,10,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/9/2023,Very High,active,0,Low Rating,4,Low Rating,1,Low Rating,NA,offline,Socal VSR
9/10/2023,Very High,active,0,Low Rating,3,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/11/2023,Very High,active,0,Low Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/12/2023,Very High,active,0,Medium Rating,0,Low Rating,0,Low Rating,NA,offline,Socal VSR
9/13/2023,High,active,0,Medium Rating,4,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/14/2023,Medium,active,0,Medium Rating,6,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/15/2023,Medium,active,0,Low Rating,12,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/16/2023,High,active,0,Low Rating,13,Medium Rating,0,High Rating,NA,offline,Socal VSR
9/17/2023,High,active,0,Low Rating,4,Medium Rating,0,Medium Rating,NA,offline,Socal VSR
9/18/2023,Very High,active,0,Low Rating,17,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/19/2023,Very High,active,0,Medium Rating,38,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/20/2023,Very High,active,0,Low Rating,20,Medium Rating,0,Medium Rating,NA,offline,Socal VSR
9/21/2023,Very High,active,0,Low Rating,14,High Rating,0,Low Rating,NA,offline,Socal VSR
9/22/2023,High,active,0,Low Rating,25,High Rating,0,Low Rating,NA,offline,Socal VSR
9/23/2023,High,active,0,Medium Rating,5,High Rating,0,Low Rating,NA,offline,Socal VSR
9/24/2023,Very High,active,0,Low Rating,22,Medium Rating,0,Low Rating,NA,offline,Socal VSR
9/25/2023,High,active,0,Low Rating,0,High Rating,0,Low Rating,NA,offline,Socal VSR
9/26/2023,High,active,0,Low Rating,0,High Rating,0,Low Rating,NA,offline,Socal VSR
9/27/2023,High,active,0,Low Rating,5,High Rating,0,Low Rating,NA,offline,Socal VSR
9/28/2023,Very High,active,0,Low Rating,13,High Rating,0,Low Rating,NA,offline,Socal VSR
9/29/2023,High,active,0,Low Rating,21,High Rating,0,Low Rating,NA,offline,Socal VSR
9/30/2023,High,active,0,Medium Rating,15,High Rating,0,Low Rating,NA,offline,Socal VSR
10/1/2023,High,active,0,High Rating,13,High Rating,0,High Rating,NA,offline,Socal VSR
10/2/2023,High,active,0,Medium Rating,0,High Rating,0,High Rating,NA,offline,Socal VSR
10/3/2023,Very High,active,0,Low Rating,0,High Rating,0,Low Rating,NA,offline,Socal VSR
10/4/2023,Very High,active,0,Low Rating,15,High Rating,0,Low Rating,0.75,medium,Socal VSR
10/5/2023,Very High,active,0,Low Rating,3,High Rating,0,Medium Rating,0.76,medium,Socal VSR
